name,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,postalCode
Volkswagen_Golf_1.4_Tour,5500,limousine,2007,manuell,80,golf,125000,benzin,volkswagen,nein,31246
BMW_318i,2350,limousine,2003,manuell,143,3er,150000,benzin,bmw,nein,65558
Ford_C_Max,3000,,2016,manuell,0,c_max,150000,diesel,ford,,16348
VW_golf_1_4_4_tuer,1950,,2017,manuell,0,,150000,benzin,volkswagen,nein,70376
Ford_S_Max_2.0_TDCi_DPF_Aut._Trend,6350,bus,2009,automatik,140,s_max,150000,diesel,ford,nein,45699
Mazda_Premacy_1.9_TÜV_NEU,750,bus,1999,manuell,101,andere,150000,benzin,mazda,nein,55128
Opel_Vectra_1_6,1500,limousine,1998,automatik,101,vectra,150000,benzin,opel,nein,44809
Audi_A4_1.8_T_quattro,8500,limousine,2003,manuell,300,a4,150000,benzin,audi,nein,18573
Audi_A6Mit_AHK,4300,kombi,2003,automatik,179,a6,150000,,audi,,21149
Fiat_Marea_100_16V_Weekend_SX,850,kombi,2001,manuell,103,andere,125000,benzin,fiat,nein,20146
Mercedes_Benz_A_160_Blue_Efficiency,6700,limousine,2009,manuell,95,a_klasse,70000,benzin,mercedes_benz,nein,74235
Audi_A3,29980,limousine,2013,manuell,150,a3,50000,diesel,audi,nein,59846
Opel_Corsa_1.2_16V___2_HAND__KLIMA__8_FACH_TÜV_NEU!!!,2238,kleinwagen,2003,manuell,75,corsa,125000,benzin,opel,nein,1067
Bmw_e36_316i_compact_viel_neu....,250,kleinwagen,1994,manuell,102,3er,150000,benzin,bmw,,52393
BMW_coupe,3350,coupe,1997,manuell,170,3er,150000,benzin,bmw,nein,83024
Renault_Modus_1.5_dCi_Bj_2005__220000_km_TÜV_NEU,2000,bus,2005,manuell,86,modus,150000,diesel,renault,nein,13439
Top_gepflegter_Audi_A6_Avant_S_Line_2.0_TDI_/_AHK_Standheizung,14500,kombi,2007,manuell,140,a6,100000,diesel,audi,nein,94060
Audi_A2_1.4__TÜV+_Zahnriemen_NEU,4199,kleinwagen,2002,manuell,75,a2,150000,benzin,audi,nein,56235
SEAT_Ibiza__TÜV_neu_nichtraucher__scheckheft_gepflegt__23500_km,6999,kleinwagen,2009,manuell,85,ibiza,30000,benzin,seat,nein,1744
VW_Polo_1.2_Trendline_Klima/_Scheckheftgepflegt/_TÜV_NEU,4490,kleinwagen,2008,manuell,60,polo,100000,benzin,volkswagen,nein,1993
BMW_X6_xDrive30d_M_Sportpaket_Garantie_bis_2018,43900,limousine,2013,automatik,245,x_reihe,40000,diesel,bmw,nein,50859
Audi_A5_Cabrio_1.8_TFSI,21950,cabrio,2010,manuell,160,a5,90000,benzin,audi,nein,65474
Mazda_323_Sporty,1200,kleinwagen,2002,manuell,90,3_reihe,150000,benzin,mazda,,6132
Mercedes_Benz_E_220_T_CDI_Automatik_Classic,8100,kombi,2004,automatik,150,e_klasse,150000,diesel,mercedes_benz,nein,76872
BMW_530i_Touring,12650,kombi,2006,manuell,258,5er,150000,benzin,bmw,nein,96114
Solides_Auto,2400,kombi,1997,manuell,125,passat,150000,benzin,volkswagen,nein,88161
Seat_Ibiza_weiss_sparsam_8_fach_bereift,5250,,2017,manuell,84,ibiza,70000,,seat,nein,99762
Audi_A3_1.8_TFSI_Ambition_S_Line_Xenon,14500,limousine,2009,manuell,160,a3,70000,benzin,audi,,73525
Peugeot_206_cc,1950,,2016,manuell,0,2_reihe,150000,benzin,peugeot,nein,44141
Tausche_BMW_top_Zustand,0,,2016,automatik,197,3er,150000,diesel,bmw,nein,99867
Mercedes_Benz_E350_CGI_Coupé_AMG_|_LEDER_|_SCHIEBEDACH_|_TÜV,24900,coupe,2009,automatik,292,e_klasse,125000,benzin,mercedes_benz,nein,30453
Volkswagen_Golf_Plus_1.9_TDI,4300,limousine,2007,manuell,90,golf,150000,diesel,volkswagen,nein,60486
Smart_smart_fortwo_coupe,2250,kleinwagen,2006,,61,fortwo,80000,benzin,smart,nein,66907
Audi_A4_Avant_2.0_TDI_DPF_Ambiente,10550,kombi,2008,manuell,143,a4,125000,diesel,audi,nein,65549
Seat_Ibiza,200,kleinwagen,1995,manuell,60,ibiza,150000,benzin,seat,nein,14542
BMW_E30_316_318_320_325_GESUCHT,0,,1990,,0,3er,5000,,bmw,,59073
Audi_A6_2.0_TFSI,11500,limousine,2010,manuell,170,a6,150000,benzin,audi,nein,4275
OPEL_Vectra_B_Kombi_2.0_DTI_mit_AHK,890,kombi,2002,manuell,101,vectra,150000,diesel,opel,,82054
Audi_A5_Cabrio_3.0_TDI_DPF_quattro_S_tronic,20500,cabrio,2009,automatik,239,a5,150000,diesel,audi,nein,83735
Alfa_Romeo_147_1.6_Twin_Spark,2990,limousine,2006,manuell,105,147,150000,benzin,alfa_romeo,nein,74912
MERCEDES_BENZ_C_200_T_CDI_AVANTGARDE,9600,kombi,2008,manuell,136,c_klasse,150000,diesel,mercedes_benz,nein,14513
Opel_Corsa_City,1099,kleinwagen,1995,manuell,45,corsa,30000,benzin,opel,nein,15732
Opel_Astra_1.6,1700,limousine,2000,manuell,75,astra,100000,benzin,opel,nein,82110
Unfallwagen/Totalschaden,0,,2000,manuell,0,,150000,,audi,ja,72514
Expert_Kasten_geschlossen,4760,andere,2008,manuell,98,andere,150000,diesel,peugeot,ja,1809
Ford_Galaxy_2.0_TDCI_Trend_EZ_04.12_Anhaengerkupplung,16500,bus,2012,manuell,140,galaxy,80000,diesel,ford,nein,59590
Audi_TT_Coupe_1.8_T,5300,coupe,1999,manuell,179,tt,125000,benzin,audi,nein,55450
Citroen_C3__TÜV_neu_Benzin__109_PS_1_6i_2003_Automatik,3555,kleinwagen,2003,automatik,109,c3,100000,benzin,citroen,nein,48683
guenstig_Fiat_uno_zum_verkaufen_Tuev_bis_11.2016,350,kleinwagen,1989,manuell,45,andere,150000,benzin,fiat,,33098
Mercedes_Benz_Viano_2.2_CDI_kompakt_Function_DPF_Vollleder_AHK,19900,bus,2009,manuell,150,viano,90000,diesel,mercedes_benz,nein,59348
Mercedes_Benz_S_420_CDI_DPF_7G_TRONIC,15200,limousine,2007,automatik,320,s_klasse,150000,diesel,mercedes_benz,nein,29664
Mazda_121_mit_75_PS_TÜV_1/2018_115100_km,700,kleinwagen,1994,manuell,75,1_reihe,125000,benzin,mazda,,56072
BMW_318_mit_TÜV,550,limousine,1995,manuell,130,3er,150000,benzin,bmw,nein,73431
Volkswagen_Eos_2.0_TDI_DPF,8700,cabrio,2006,manuell,140,eos,150000,diesel,volkswagen,nein,63263
Fiat_Panda_0_9_TwinAir_Turbo__86_PS___Topausstattung_Klimaautom.,6990,kleinwagen,2012,manuell,86,panda,50000,benzin,fiat,nein,72793
Citroen_C4,5500,limousine,2006,manuell,90,c4,80000,benzin,citroen,,52066
Hyundai_Getz_1.1,1650,kleinwagen,2006,manuell,63,getz,150000,benzin,hyundai,nein,58642
Audi_A3_2.0_TDI__Pano,7900,limousine,2009,manuell,170,a3,150000,diesel,audi,nein,32839
PEUGEOT_206_CC_CABRIO_TÜV08/2016_KLIMA_1.HAND_ZV_EFHB,4290,cabrio,2006,manuell,109,2_reihe,90000,benzin,peugeot,,22549
Volkswagen_Golf_1.2_TSI_BlueM_Technology_Cup_Standhzg,14650,limousine,2014,manuell,86,golf,20000,benzin,volkswagen,nein,38444
BMW_318i_touring,3299,kombi,2002,manuell,143,3er,150000,benzin,bmw,nein,8060
Ford_Fiesta,6500,kleinwagen,2012,manuell,81,fiesta,40000,benzin,ford,nein,12679
Peugeot_206_110,600,kleinwagen,2002,manuell,148,2_reihe,150000,benzin,peugeot,ja,39387
Volkswagen_Golf_1.6_Goal,5800,limousine,2006,manuell,102,golf,125000,benzin,volkswagen,nein,72074
Opel_Astra_G_Caravan__Edition_100__Silber_Metallic.,1600,kombi,1999,manuell,75,astra,150000,benzin,opel,nein,65474
C_180_T_BlueEFFICIENCY_7G_TRONIC_Avantgarde,8000,kombi,2011,automatik,156,c_klasse,30000,benzin,mercedes_benz,nein,10115
Bastlerfahrzeug_Peugeot_206,700,kleinwagen,2000,manuell,0,2_reihe,150000,benzin,peugeot,,12529
Audi_A7_3.0_TDI_multitronic_V6,27500,coupe,2010,automatik,204,andere,100000,diesel,audi,nein,49406
Audi_A4_Avant_2.0_TDI_DPF,6500,kombi,2007,manuell,170,a4,150000,diesel,audi,ja,72186
Schoener_Peugeot_306_3_Hand,899,,2018,automatik,101,3_reihe,150000,,peugeot,nein,34359
Citroën_Xsara_Picasso_1.6_HDi_Exclusive,2790,bus,2004,manuell,109,andere,150000,diesel,citroen,nein,26133
VW_Fox_2.Hand_1.2__112820_Km_Original__Scheckheft_VW__TÜV_08/2016,2390,kleinwagen,2007,manuell,54,andere,125000,benzin,volkswagen,nein,45326
320i_mit_Lackschaeden,9900,limousine,2008,automatik,170,3er,125000,benzin,bmw,ja,46047
VW_Passat_Kombi_TDI_Mod._2010__Klima_Navi,6500,kombi,2009,manuell,140,passat,150000,diesel,volkswagen,,58093
Ford_Mondeo_1.8_Turnier_Ambiente,1450,kombi,2001,manuell,125,mondeo,150000,benzin,ford,nein,68647
Sharan_1.9tdi_2_hand_tempomat_pdc_dvd,3600,bus,2003,manuell,131,sharan,150000,diesel,volkswagen,nein,50354
Smart_Smart_Brabus_Cabrio_Servo_Klima,2295,cabrio,2000,automatik,54,fortwo,100000,benzin,smart,nein,12043
Bmw_530d_kombi,1699,kombi,1998,manuell,0,5er,150000,diesel,bmw,,51145
Mercedes_A_150,4400,,2017,manuell,95,a_klasse,125000,benzin,mercedes_benz,nein,42489
Volkswagen_Golf_2,950,limousine,1991,manuell,90,golf,150000,benzin,volkswagen,nein,94121
Volkswagen_Polo_45,500,kleinwagen,1996,manuell,45,polo,150000,benzin,volkswagen,nein,19303
Volkswagen_Passat_Variant_1.6,800,kombi,1998,manuell,101,passat,150000,benzin,volkswagen,nein,8309
Nissan_Terrano_II_2.4,1250,suv,1998,manuell,116,andere,125000,benzin,nissan,nein,63607
Mercedes_Benz_E_220_T_CDI_TÜV_neu,2700,,2018,automatik,0,e_klasse,150000,diesel,mercedes_benz,,9113
Toyota_Avensis_1.8_VVT_i_Combi_Hagelschaden,3250,kombi,2006,manuell,129,avensis,125000,benzin,toyota,nein,82494
Viano___Vito___chekheft___diesel___gepflegt,13500,bus,2007,automatik,204,viano,150000,diesel,mercedes_benz,nein,3253
BMW_323i,4999,limousine,1999,manuell,170,3er,150000,benzin,bmw,nein,80995
Volkswagen_Tiguan_Sport_&_Style_/_8_fach_bereift_/_Panorama,18300,suv,2013,manuell,122,tiguan,40000,benzin,volkswagen,nein,92685
Schrott_Volvo_abzugeben,0,,2000,,0,,150000,,volvo,,25524
VW_Golf_4_1_4l_2001_vollfahrbereit_mit_TÜV,1000,kleinwagen,2001,manuell,75,golf,150000,benzin,volkswagen,nein,31061
Tausch_Toyota_Verso_7_sitze_gegen_530d__oder_535d,0,,2005,manuell,136,,100000,,toyota,,86163
Mercedes_Benz_SL_280,36500,cabrio,1981,manuell,185,sl,150000,benzin,mercedes_benz,nein,63897
Opel_Corsa_C_1_2_in_Top_Zustand,2700,kleinwagen,2003,manuell,75,corsa,125000,benzin,opel,nein,34369
Skoda_Roomster_1.2_12V_HTP_Style,4990,bus,2007,manuell,69,roomster,60000,benzin,skoda,nein,52080
Fuer_Bastler_oder_zum_Ausrotten,150,,2016,manuell,50,polo,150000,,volkswagen,ja,26603
BMW_325_Ci_m__packet_lpg_prins,6800,cabrio,2001,manuell,192,3er,150000,lpg,bmw,nein,53111
Audi_S5_Exclusive___TipTronic_4.2L_V8_Quattro_Coupe_+,30900,coupe,2011,automatik,354,a5,60000,benzin,audi,nein,30159
Renault_Clio_1.2_16V_75_Dynamique,2999,kleinwagen,2009,manuell,75,clio,80000,benzin,renault,nein,51143
Fast_Jang_Timer_sucht_Übernehmer_!!,1500,limousine,1991,manuell,97,andere,150000,benzin,mercedes_benz,nein,41836
BMW_330_D__M_packet_2_TÜV_noch_15_Monate,4600,,2017,automatik,184,3er,150000,,bmw,,57334
Mercedes_Benz_SL_380,6500,cabrio,1981,automatik,204,sl,150000,benzin,mercedes_benz,ja,13125
Audi_Q5_3.0_TDI_quattro_S_tronic,28900,limousine,2010,automatik,239,q5,125000,diesel,audi,nein,89180
Peugeot_206_135_Sport_S16,1900,kleinwagen,2004,manuell,136,2_reihe,150000,benzin,peugeot,nein,24536
Volkswagen_Kaefer___Speedster___Dannert_Umbau,4900,cabrio,1973,manuell,44,kaefer,90000,benzin,volkswagen,nein,16567
Audi_A3_2.0_TDI_Sportback_DPF_Ambition,10490,kombi,2010,manuell,140,a3,150000,diesel,audi,nein,65343
Audi_A4_allroad_quattro_3.0_TDI_DPF_S_tronic,28499,kombi,2011,automatik,239,a4,90000,diesel,audi,nein,4416
Suzuki_Ignis_Compact_Special1_3,2100,kleinwagen,2004,manuell,83,andere,150000,benzin,suzuki,,50169
VW_Passat_3BG_mit_LPG_Anlage,3999,limousine,2003,manuell,102,passat,150000,lpg,volkswagen,nein,27711
Top_zustand,2600,,2005,,0,,125000,,chevrolet,,94315
Peugeot_206,1350,kleinwagen,2001,manuell,60,2_reihe,150000,benzin,peugeot,nein,30419
Mazda_626_1.9i_LX,600,limousine,1994,manuell,105,6_reihe,150000,benzin,mazda,nein,30627
"Sehr_Gepflegter_Golf_IV_PACIFIC_1._Hand_101_PS_""Gruene_Plakette""",4550,,2016,manuell,101,golf,150000,diesel,volkswagen,nein,52062
Opel_Corsa_1.3_CDTI,800,kleinwagen,2005,manuell,70,corsa,150000,diesel,opel,ja,34414
Opel_Insignia_Sportstourer,11500,kombi,2015,automatik,160,insignia,150000,diesel,opel,nein,57632
Mercedes_Benz_Vito_112_CDI_8_Sitze_Standheizung_Tempomat,5000,bus,2000,manuell,122,vito,150000,diesel,mercedes_benz,nein,9599
Opel_Corsa_1.3_CDTI_Style,2400,kleinwagen,2004,manuell,69,corsa,150000,diesel,opel,nein,96271
Hyundai_Santa_Fe,4800,suv,2004,manuell,145,santa,150000,benzin,hyundai,nein,26188
Volkswagen_Fox_1.2_Tuev_NEU_8_fach_bereit_Klima_elekt_FH,3250,kleinwagen,2011,manuell,60,fox,100000,benzin,volkswagen,nein,4758
VW_GOLF_2_zum_Wiederaufbau_oder_Schlachten,200,,1995,manuell,55,golf,150000,benzin,volkswagen,,6842
Audi_A3_2.0_TDI_Sportback_DPF_quattro_S_line_Spor...,11800,kombi,2006,manuell,170,a3,150000,diesel,audi,nein,82541
Touran_2.0_TDI_Highline,2800,kombi,2005,,0,touran,150000,diesel,volkswagen,nein,39167
Mercedes_Benz_E_220_T_CDI,3500,kombi,2000,automatik,143,e_klasse,150000,diesel,mercedes_benz,nein,38518
Trabant_zu_verkaufen,50,,1985,,0,,150000,,trabant,,69120
Mercedes_Benz_C_200_CDI_DPF_BlueEFFICIENCY_Elegance,9499,limousine,2008,manuell,136,c_klasse,150000,diesel,mercedes_benz,nein,71540
Volkswagen_Passat_Variant_1.8_5V,3500,kombi,1998,manuell,125,passat,150000,benzin,volkswagen,nein,78658
Volkswagen_Lupo,1999,kleinwagen,2002,manuell,60,lupo,100000,benzin,volkswagen,nein,32549
BMW_520i_touring_TÜV_Neu,1500,kombi,1998,manuell,150,5er,150000,benzin,bmw,nein,38239
Mercedes_Benz_C180,400,limousine,1995,automatik,85,c_klasse,125000,benzin,mercedes_benz,ja,32547
Volkswagen_Touran_1.6_TDI_DPF_Comfortline,12950,bus,2011,manuell,105,touran,100000,diesel,volkswagen,nein,66386
Getz_Schnaeppchen_2150€_TÜV_08/2017,2150,kleinwagen,2008,manuell,64,getz,100000,benzin,hyundai,nein,71254
Audi_TT_1_8T_Klima_Leder_Bose_kompl._repariert_bitte_lesen_!!!,4999,coupe,1999,manuell,180,tt,150000,benzin,audi,nein,12307
Mercedes_benz_c_200_vollausstattung_2_Hand,5200,kombi,2001,automatik,163,c_klasse,125000,benzin,mercedes_benz,nein,14772
Mini_cooper_s,8200,kleinwagen,2006,manuell,0,cooper,90000,benzin,mini,nein,81667
Saab_9_5_Troll_Hirsch_2.3t_Aero,0,limousine,1998,automatik,230,,150000,benzin,saab,,71691
Seat__leon_cupra_r_auch_tausch,9099,limousine,2004,manuell,280,leon,125000,benzin,seat,nein,89269
Mini_Cooper_Chili_Panorama_Teilleder_Flame_Spoke_Modell_2007,8200,kleinwagen,2006,manuell,122,cooper,90000,benzin,mini,nein,41466
BMW_328i,2000,coupe,1995,manuell,193,3er,150000,benzin,bmw,ja,44135
Volkswagen_Golf_III,750,kleinwagen,1997,manuell,75,golf,150000,benzin,volkswagen,nein,16909
Auto_shon_TÜV_mit_04_2017,2099,,2017,,184,andere,150000,,bmw,,63069
Opel_Corsa_SWING___JOY_Benziner_mit_Erdgas_Anlage,150,,2016,manuell,0,corsa,150000,,opel,ja,39118
Volkswagen_Lupo,1190,kleinwagen,2001,manuell,60,lupo,125000,benzin,volkswagen,nein,23683
Opel_Zafira_1.6_Comfort,1200,bus,2000,manuell,101,zafira,150000,benzin,opel,nein,98553
Mazda_626_2.0_Touring_Edition,3000,limousine,2002,manuell,116,6_reihe,90000,benzin,mazda,nein,22955
Fiat_Punto_mit_neuen_TÜV_bis_Maerz_2018,1150,kleinwagen,2001,manuell,60,punto,150000,benzin,fiat,nein,49610
BMW_530d_Aut.,13980,limousine,2006,automatik,231,5er,150000,diesel,bmw,nein,47807
Ford_C_Max_2.0Tdci_Ghia_Vollausstattung,6499,bus,2006,manuell,136,c_max,150000,diesel,ford,nein,59229
Peugeot_407___2.0_HDI,3499,limousine,2004,automatik,140,4_reihe,30000,,peugeot,ja,50739
E_280_T_CDI_Avantgarde_DPF___AHK__Klima__Airmatic__Volleder__Alu,8850,kombi,2005,automatik,190,e_klasse,150000,diesel,mercedes_benz,nein,64347
VW_Sharan_Family_1.9_TDI,4000,bus,2001,manuell,115,sharan,150000,diesel,volkswagen,nein,26603
Bmw_e39_523i_5er_tausch_e38_7er_tauschen,0,limousine,1996,manuell,170,5er,150000,benzin,bmw,nein,48529
A4_S_LINE__XENON_NAVI,3200,kleinwagen,2005,,0,a4,150000,diesel,audi,,60314
Ford_Tourneo_Connect_TDCi__DPF_gruene_Plakette_KLIMA___AHK,1990,bus,2003,manuell,90,andere,150000,diesel,ford,nein,82467
Polo_6n_Teilespender,150,kleinwagen,1996,manuell,0,polo,150000,,volkswagen,,27305
VW_Golf_VI_Trendline_2.0_TDI,7199,limousine,2009,manuell,140,golf,150000,diesel,volkswagen,nein,30655
Audi_A5_3.0_TDI_Sportback,16299,limousine,2010,automatik,239,a5,150000,diesel,audi,,82278
BMW_316ti_Compact,1999,coupe,2001,manuell,116,3er,150000,benzin,bmw,nein,44359
BMW_E36_316i_Compact_1_9,1500,,2018,manuell,0,3er,150000,benzin,bmw,,66629
Peugeot_206cc_Quiksilver_BJ_2005_95.000_km,3800,cabrio,2005,manuell,109,,100000,benzin,peugeot,,46049
Kia_Sportage_2.0_CRDi_2WD_EX,9990,suv,2010,manuell,150,sportage,100000,diesel,kia,nein,27729
Audi_A4_Avant_2.7_TDI_DPF_S_line_Sportpaket__plus_,13800,kombi,2008,manuell,190,a4,150000,diesel,audi,nein,54317
BMW_3er_Auto_grau_Matt,0,limousine,1997,manuell,0,3er,150000,benzin,bmw,,10319
Renault_Twingo_1.2_16V_Aut.,2150,kleinwagen,2003,automatik,75,twingo,150000,benzin,renault,nein,24601
Volkswagen_Caddy_TDI_9K9AN6,2500,bus,1998,manuell,90,caddy,150000,diesel,volkswagen,nein,53498
BMW_320d_DPF_Touring_/_Vollausstattung_/_TOP,15750,kombi,2011,manuell,184,3er,125000,diesel,bmw,nein,92260
Golf_3_Variant_101Ps_tiefer_mit_Anhaengerkupplung,990,kombi,1997,manuell,101,golf,150000,benzin,volkswagen,,84364
Golf_4_1_4_Maschine,700,kleinwagen,2001,manuell,75,golf,150000,benzin,volkswagen,,22047
Mercedes_Benz_C_180_T,750,kombi,1997,manuell,122,c_klasse,150000,benzin,mercedes_benz,nein,17039
Fiat_500_Panoramadach_101_PS,8500,,2017,manuell,0,500,60000,benzin,fiat,,85452
VW_Golf_VI_1.2_TSI,12000,,2016,manuell,105,golf,70000,,volkswagen,nein,64823
Audi_A8/S8_3.7_quattro_Automatikgetriebe_/_Zahnriemen,11800,limousine,2001,automatik,260,a8,150000,benzin,audi,nein,25926
Volkswagen_Multivan_T4_2_4_L_Diesel_Camper_Drehsitz_Bett,2700,bus,1992,manuell,60,transporter,150000,diesel,volkswagen,nein,22301
Opel_Corsa_1.3_CDTI_5Tuerer__Klimaanlage,1650,kleinwagen,2006,manuell,69,corsa,150000,diesel,opel,nein,42853
VW_Golf_3_1_6l_Tuev/NEU!!!_5_Tuerig_Servo_SSD_WR,999,kleinwagen,1997,manuell,75,golf,150000,benzin,volkswagen,nein,49163
Mercedes_Benz_GLK_320_CDI_DPF_4Matic_7G_TRONIC,21500,suv,2009,automatik,224,glk,90000,diesel,mercedes_benz,nein,71691
BMW_E_46_Caprio_2_5_ci,3800,cabrio,2001,manuell,0,3er,150000,benzin,bmw,nein,84489
BMW_318i_Bastler_E46,800,limousine,1998,manuell,109,3er,150000,benzin,bmw,,25337
Audi_A4_2.7_TDI_DPF_multitronic,11900,limousine,2007,automatik,179,a4,150000,diesel,audi,nein,83700
VW_Golf_1_6,1500,kleinwagen,1996,,0,golf,80000,benzin,volkswagen,,7987
Opel_combo_1.7_D,450,andere,1996,manuell,0,combo,150000,diesel,opel,,63594
Bastlerfahrzeug_mit_Gasanlage_zu_verkaufen,1100,kombi,1998,manuell,120,laguna,150000,,renault,ja,34519
Dodge_Caliber_2.0l_Sxt_cvt___Unfall___teilespender___ami___us_car,2100,suv,2009,automatik,156,andere,90000,benzin,chrysler,ja,8118
MINI_Mini_Cooper,5350,kleinwagen,2003,manuell,116,cooper,150000,benzin,mini,nein,82054
320_Alpinweiss_Kohlenstoff,6000,limousine,2009,automatik,177,3er,125000,diesel,bmw,nein,47441
VW_Lupo_Tuev/Asu_neu,1899,kleinwagen,1999,manuell,0,lupo,90000,,volkswagen,nein,17506
Chrysler_pt_cruiser_2.2_diesel_tausch_moeglich,2000,kombi,2003,manuell,130,ptcruiser,150000,diesel,chrysler,,78661
Mercedes_Benz_C_63_AMG,41900,limousine,2012,automatik,457,c_klasse,60000,benzin,mercedes_benz,nein,67657
Mercedes_CLK_230_Automatik,5990,coupe,2002,automatik,197,clk,150000,benzin,mercedes_benz,nein,9114
VW_Polo_Classis,0,limousine,1998,manuell,75,polo,150000,benzin,volkswagen,ja,68766
Audi_A3_2.0_TDI_Sportback_Ambiente,4499,limousine,2005,manuell,140,a3,150000,diesel,audi,nein,52066
Preis_nur_bis_morgen_14Uhr:_Schoener_Polo_HU/AU_02/2018,1600,kleinwagen,2002,manuell,64,,150000,benzin,volkswagen,nein,4552
Bmw_316i_Automatik_Getriebe,2999,limousine,1999,automatik,105,3er,150000,,bmw,nein,25335
Golf_Plus_1_9_Diesel__Automatik__Zahnriehemen_Inspektion_Neu,7800,limousine,2006,automatik,104,golf,150000,diesel,volkswagen,nein,53227
"Nissan_Primera_1.8_P12_""_Prinz""LPG_TÜV_neu!!!",2900,limousine,2002,manuell,116,primera,150000,lpg,nissan,nein,58730
Peugeot_407_HDi_135_Automatik_Tendance,1999,limousine,2004,automatik,136,4_reihe,150000,diesel,peugeot,nein,64289
195/55_r15_sommerreifen_alu,0,,1111,,0,,5000,,opel,,44628
Hyundai_I10_1.2_Fifa_World_Cup_Edition,8799,kleinwagen,2014,manuell,87,i_reihe,30000,benzin,hyundai,,96486
Kia_Shuma_TÜV_bis_2018,970,limousine,2001,manuell,88,andere,150000,benzin,kia,,13088
Ford_Focus_Turnier_DI_Ghia,1599,kombi,1999,manuell,90,focus,150000,diesel,ford,nein,56479
Renault_Espace_2.2_Family,750,bus,1994,manuell,107,espace,150000,benzin,renault,nein,86551
Opel_Vectra_A_CC_GT_/_1.Hand_/_77_tkm_/_Bastler_/_evntl._Tausch,1000,limousine,1991,manuell,116,vectra,80000,benzin,opel,nein,25856
Kia_Sportage,10500,suv,2009,manuell,140,sportage,40000,benzin,kia,nein,67593
Mini_Cooper,5900,,2017,manuell,116,cooper,125000,benzin,mini,,50259
Mercedes_Benz_S_280,12000,limousine,1969,manuell,140,s_klasse,80000,benzin,mercedes_benz,nein,46286
BMW_E_46_Cabrio__Black_Saphir_Metallic__Facelift,7400,cabrio,2003,automatik,192,,150000,,bmw,nein,71067
Opel_Frontera_2.2_16V,1698,suv,1997,manuell,136,andere,150000,benzin,opel,nein,30938
Peugeot_206_zu_verkaufen,1850,kleinwagen,2003,manuell,0,andere,100000,benzin,peugeot,,66809
Hyundai_i30_CW_edition20_mit_Neuem_Motor,7990,,2017,manuell,109,i_reihe,80000,benzin,hyundai,,49186
***VOLKSWAGEN_GOLF_5___V___TDI_SEHR_GEPFLEGT***,4500,limousine,2007,manuell,90,golf,150000,diesel,volkswagen,nein,26736
Renault_Twingo_1_2_TÜV_2018_Klima,1480,kleinwagen,2003,manuell,58,twingo,150000,benzin,renault,nein,58339
Ford_Galaxy_2.0_TDCi_DPF_Ambiente,8450,bus,2008,manuell,131,galaxy,150000,diesel,ford,nein,44359
Opel_Corsa___Bj_2005,1650,,2017,manuell,60,corsa,125000,,opel,,95359
Mercedes_Benz_C_180_Kompressor_Sportcoupe,3700,coupe,2003,manuell,143,c_klasse,150000,benzin,mercedes_benz,nein,38640
bmw_x1_mit_viel_ekstras,14800,suv,2011,manuell,0,x_reihe,100000,diesel,bmw,,56288
Ford_Focus_Turnier_2.0_TDCi_DPF_Aut.EINPARKHELFE_TOP,5000,kombi,2008,automatik,136,focus,150000,diesel,ford,nein,45355
BMW_335,21000,coupe,2007,manuell,409,3er,150000,benzin,bmw,nein,84030
Mercedes_Benz_B_150,7500,bus,2006,manuell,95,b_klasse,90000,benzin,mercedes_benz,nein,17348
Audi_A4_Avant_1.8_TFSI,14750,kombi,2009,manuell,160,a4,90000,benzin,audi,nein,91361
Audi_A8_d2_4_2Ltr_Quattro,2200,limousine,1995,automatik,299,,150000,,audi,ja,74182
BMW_118d__M1_Austattung,10100,,2009,automatik,143,1er,150000,,bmw,nein,55218
Ford_Galaxy_1.9_TDI,1750,,2016,manuell,116,galaxy,150000,diesel,ford,ja,58513
Opel_Vectra_B,2250,kombi,2001,automatik,147,vectra,150000,benzin,opel,nein,22399
Seat_Exeo_Kombi_bi_xenon,15500,kombi,2012,manuell,120,exeo,40000,diesel,seat,nein,57520
Mitsubishi_carisma_1.8gdi_klima_tuev_neu,1900,limousine,2000,manuell,125,,150000,benzin,mitsubishi,nein,14943
Oldsmobile_Cutlass,15000,coupe,1971,,0,,5000,,sonstige_autos,nein,51145
BMW_323_CI_Topasblau_HK__Leder__Alarm_/_viele_Neuteile!,2300,coupe,1999,manuell,170,3er,150000,benzin,bmw,nein,51109
320_d_M_Paket,2300,limousine,2004,,0,3er,150000,diesel,bmw,nein,61440
Mercedes_Benz_S_500_L_Amg_Prinz_Gas_Lpg,12999,limousine,2002,automatik,306,s_klasse,90000,benzin,mercedes_benz,nein,50679
Mercedes_Benz_SL_320,24800,cabrio,1996,automatik,231,sl,50000,benzin,mercedes_benz,nein,53773
Volkswagen_krankentransport_T5_7JD103/WF2/ZP1_Autm.,7800,bus,2006,automatik,131,transporter,150000,diesel,volkswagen,nein,63067
Privat_Anbieter,1000,,2016,,0,astra,150000,benzin,opel,,44147
Peugeot_207_95_VTi_Urban_Move,6200,kleinwagen,2009,manuell,95,2_reihe,100000,benzin,peugeot,nein,10717
